ac08_id,num_cells,total_light1994,total_light_cal1994,max_light1994,total_light1995,total_light_cal1995,max_light1995,total_light1996,total_light_cal1996,max_light1996,total_light1997,total_light_cal1997,max_light1997,total_light1998,total_light_cal1998,max_light1998,total_light1999,total_light_cal1999,max_light1999,total_light2000,total_light_cal2000,max_light2000,total_light2001,total_light_cal2001,max_light2001,total_light2002,total_light_cal2002,max_light2002,total_light2003,total_light_cal2003,max_light2003,total_light2004,total_light_cal2004,max_light2004,total_light2005,total_light_cal2005,max_light2005,total_light2006,total_light_cal2006,max_light2006,total_light2007,total_light_cal2007,max_light2007,total_light2008,total_light_cal2008,max_light2008,total_light2009,total_light_cal2009,max_light2009,total_light2010,total_light_cal2010,max_light2010,total_light2011,total_light_cal2011,max_light2011,total_light2012,total_light_cal2012,max_light2012,total_light2013,total_light_cal2013,max_light2013
"2008-28-210",323,2061,2512,29,2331,2846,28,2306,2945,31,2042,2749.5,31,2314.5,3032,38,2330,2867,40.5,2205.5,2700.5,33,2365.5,2727.5,36.5,2503,2875,38,2232,3207,28.5,2422,3194.5,36.5,2203,3115.5,34.5,2309,2940.5,33,2849,3332.5,32,3130,3453,39,3043,3593,39,4748,3537,39,3844,3603,50,4586,3776,51,4112,3431,49
"2008-28-211",497,2515.5,3081,26.5,2636,3224,26,2845,3589,31,2292.5,3045.5,29.5,2579,3333.5,29,2756.5,3383,30,2601.5,3227.5,27.5,2925.5,3345,31,3059.5,3578.5,30.5,2544,3735,26.5,2772,3721.5,28,2606,3762.5,26.5,2747,3586,28.5,3097,3746,32,3574,4071,34,3559,4213,39,5745,4402,55,4599,4428,51,5275,4475,54,5045,4318,52
"2008-28-212",791,6826,8377,61,7628,9225,61,7935,9760,62,7465.5,9694.5,62.5,7946,9964,62.5,8159,9725.5,62,7820.5,9304,61.5,8189.5,9351.5,62.5,8792,9780.5,62.5,7554,10290,61.5,8046.5,10205,61.5,7627,10316,62,8318,10242.5,62.5,9239,10514,61.5,10302,11088,63,10615,11972,63,14963,10208,63,12869,11340,63,14587,11164,63,14358,10979,63
"2008-28-213",30,1247,1514.5,60,1367,1601,60,1368,1623,62,1413.5,1716.5,62.5,1368.5,1616,62.5,1390.5,1572,61.5,1385,1554,61,1398,1578,62,1444.5,1514.5,62,1338.5,1650,60.5,1399,1660,61.5,1301,1626,61,1468,1680,61.5,1488,1589,61.5,1594,1623,63,1648,1745,63,1828,1054,63,1708,1350,63,1800,1203,63,1806,1208,63
"2008-28-214",27,1205,1455,59.5,1252,1475,60,1242,1457,62,1256,1519.5,62.5,1406,1593,62.5,1413,1580,62,1307,1485,60.5,1372.5,1552.5,62.5,1380.5,1441,62,1309.5,1587.5,61.5,1342,1559.5,61.5,1358,1627,61.5,1389,1581,62.5,1418.5,1510.5,61,1511,1536,63,1538,1634,62,1616,934,63,1639,1290,63,1659,1110,63,1663,1109,63
"2008-28-215",674,4216,5185.5,37,4406,5384,40,4660,5872,37,4199,5606,41,4698,6129,43.5,4869,5946.5,47.5,4614,5600.5,41,5120.5,5890,44,5384,6154,43.5,4470.5,6427,40.5,5102.5,6715.5,45.5,4737,6667,41.5,5041.5,6428.5,44.5,5796,6719.5,47,6695,7369,50,6821,7928,50,10134,7399,57,8897,8090,57,9415,7687,61,9460,7702,58
"2008-28-216",536,2678.5,3282,37,3206,3922,40,3319,4157,37,2980,3959.5,41,3322.5,4326.5,43.5,3527.5,4323.5,47.5,3266.5,3993.5,41,3537,4046,44,3669,4260.5,43.5,3086,4502.5,40.5,3616.5,4785,45.5,3362,4796,41.5,3613.5,4649.5,44.5,4079,4807,47,4633,5169,50,4810,5569,50,6993,5200,57,5755,5371,57,6239,5156,61,6139,5051,58
"2008-28-217",967,3349.5,4114.5,21.5,4458,5486,24,4645,5808,27,3919,5108,24.5,4601.5,5945,28,4971,6098,29.5,4838,5984,28,5200.5,5869.5,31,5475.5,6474.5,30,4526.5,6691.5,26.5,5367.5,7156,27.5,4952.5,7109.5,24.5,5419.5,7052.5,29,6187,7387,31.5,7090,8057,37,7373,8661,40,11004,8493,51,8518,8252,46,9943,8503,51,9576,8217,50
"2008-28-218",2077,2643.5,3297.5,19.5,3177,3935,20,4244,5301,21,3737.5,4800,19.5,4613.5,5934.5,25.5,5397.5,6698.5,26,5721.5,7506,29,6727,7162,30,7468.5,9374,30,5106,8315.5,25,6958.5,9899.5,25,6133.5,9415.5,21,7095,9838,25,7915.5,10614.5,28,9083,11160,32,8289,10448,31,14155,12104,47,10609,12030,45,11483,11415,48,11813,11579,49
"2008-28-219",1210,3039,3769.5,20.5,4933,6050,24,5226,6563,27,4304,5603,24.5,5041.5,6515,28,5194.5,6417,29.5,4889.5,6195.5,28,5754,6362.5,31,6357,7569,30,4873,7364.5,26.5,5727.5,7808,27.5,5416.5,7931.5,24.5,5948,7879.5,29,6696.5,8247,31.5,7753,8963,37,7850,9366,40,12123,9534,51,9672,9610,46,10643,9367,51,10767,9433,50
"2008-28-220",2092,2461,3094,25,3680,4522,30,4862,6097,26,3495,4602.5,29,4076,5276,31.5,4505,5558,30.5,4270.5,5920.5,28,4890.5,5296,27.5,5887.5,7524,29,3928,6550,24.5,5305,7794.5,24,4681,7390.5,23.5,4856.5,7022.5,27.5,5267.5,7729.5,26.5,6105,8197,28,5301,7538,30,9617,9656,42,7525,9836,39,7415,8964,46,8471,9586,44
"2008-28-221",3898,3142,4036,33.5,3029,3725,35,5399,6791,36,4967,6505.5,39,5686.5,7387,41,6509.5,8175.5,40,6558.5,9485.5,39.5,6979,7447.5,39,8493,11407,37,4142.5,7886.5,28,6851,10800,31,6111,10241.5,27.5,7025,10595.5,31.5,8545,13165,32,9521,13419,37,8046,12180,39,14625,15992,55,10362,15608,51,10169,14316,56,12488,15693,51
"2008-28-222",1874,2437.5,3132,8.5,2339,2885,8,3853,4816,9,3519.5,4506.5,9,4487.5,5694,11,3741.5,4692,11,4234,5729,10,5498,5834.5,10.5,6516.5,8214.5,11,3803,6440.5,9,5638.5,8190.5,10,4852.5,7571.5,9,5846,8210.5,10.5,6758,9227.5,12.5,7697,9571,14,6324,8235,16,12032,10440,25,8020,9798,23,9168,9526,26,9943,9992,26
"2008-28-223",1212,4612,5641,16.5,5090,6221,15,5722,7154,20,4579,5970.5,16,5421,7041.5,17,5355.5,6571,17.5,5312,6604.5,16.5,5588.5,6299,16,6014.5,7191.5,16.5,4594.5,6960,13,5310,7201.5,16,4950,7303,15,5423,7212.5,16.5,6199.5,7631.5,19,6974,8186,22,6724,8108,21,10948,8905,38,8852,8985,34,9530,8612,34,10115,8975,34
"2008-28-224",1239,4134,5062.5,16,4754,5849,15,5498,6870,15,4293,5530,13.5,5580,7207.5,17,5669.5,7003.5,16.5,5722.5,7091.5,16.5,6129,6847,17,6349,7615.5,18.5,4684.5,7193,14.5,5604.5,7624.5,15,5262,7779,12.5,5755.5,7696.5,16,6643,8195.5,19,7399,8638,21,7473,8888,23,11915,9465,35,9696,9608,30,11184,9729,38,10923,9558,34
"2008-28-225",292,1920,2421,35,2124,2608,35,2372,3001,37,2088.5,2865,38,2406,3141,41.5,2479,3035,43,2497,3032,43.5,2506.5,2911.5,46,2691,3050.5,43.5,2152,3101.5,41.5,2387.5,3148,42,2345.5,3316,40.5,2458.5,3125.5,41.5,2841,3315,47.5,3179,3471,49,3235,3704,50,4600,3237,58,3898,3535,56,4205,3329,57,4229,3344,56
"2008-28-226",1124,5025.5,6220.5,49.5,5768,7052,50,5941,7449,47,4882.5,6391.5,51,5906,7624,53.5,6462,7933,56,6423,7912,53,6514,7392.5,52.5,6848,8032,50.5,5645.5,8314,48.5,6360.5,8518,49.5,6136,8818.5,48,6964.5,8999.5,51,8017,9485.5,54.5,8803,9927,55,8987,10506,59,14330,10727,62,11181,10593,58,12910,10694,63,13004,10796,62
"2008-28-227",529,2416,2986.5,38,2800,3424,38,3114,3924,37,2488.5,3283,37.5,3045.5,3974,47,3203,3923,49.5,3115.5,3831,46,3202.5,3664,44,3321,3855.5,39,2787.5,4095.5,41,3083.5,4131,43,2940,4208,45.5,3033.5,3943,44,3406,4091,47,3882,4411,50,3939,4683,52,6048,4669,53,5025,4832,57,5656,4831,61,5824,4951,59
"2008-28-228",1388,3529,4392.5,16,5298,6522,17,5545,6944,20,4554,5953.5,17.5,5349.5,6887,20,5061,6319.5,22,5309,6711.5,19,5370.5,5885.5,19.5,6093,7434.5,19,4129,6575,15.5,5555.5,7721.5,18,5030,7551,17.5,5352.5,7290,21,6298,8078,24.5,7182,8570,29,7553,9132,28,11704,9546,41,8183,8858,42,9611,8914,49,9450,8815,47
"2008-28-229",1780,5012.5,6400.5,51,6461,7959,52,7637,9561,54,5907,7698,57,6781,8676.5,56,6730,8359,56,7194,9082,53,6993.5,7698,53.5,8485,10241,52,5702,8963.5,50.5,8138.5,11225,54,7389.5,10876,52,8125,10838.5,53.5,9169,11658,54.5,10518,12298,55,10649,12772,61,17032,13277,63,12620,13023,61,14624,13008,63,14683,13007,62
"2008-28-230",1690,2405.5,3074.5,16,2049,2529,17,4010,5009,19,3244.5,4197,17.5,4022.5,5172,20.5,3623.5,4505,24.5,3871.5,5209.5,24,4518.5,4818.5,23.5,5718,7196,24.5,2974,5130,24.5,4976,7245,27,4441,6877.5,24,4944,6956.5,27.5,5813,7999.5,28.5,6667,8357,28,5120,6914,30,10334,9181,49,7067,8726,42,7376,8068,44,8438,8717,44
"2008-28-231",3261,2564.5,3307,12,2884,3549,13,4630,5764,13,3895.5,5009,13.5,4723.5,6154.5,15,5147,6504,15.5,5308,7695.5,15,6439,7032,15,6993,9396,14.5,3879.5,7196,12.5,5893.5,9107,15,4670,8010.5,14.5,5464.5,8391,15.5,5805.5,9592.5,16,6599,9860,17,5841,9186,17,10085,12183,28,7514,12113,22,6872,10925,24,9011,12245,25
"2008-28-232",3122,3338,4332.5,16.5,5256,6528,17,7130,8879,17,5057.5,6453.5,16,6288.5,7949,19,5721,7356,21.5,5589.5,7856,16,6969,7231.5,17,8763,11405.5,18.5,4931.5,8873.5,14.5,7553,11302,15,5792,9451.5,14,5959,8937.5,15,6992,10759.5,16,7574,10696,17,5965,9136,18,13241,13561,26,7828,12207,24,8228,11401,27,9118,11899,26
"2008-28-233",1211,5290,6562,34,6734,8227,36,6577,8285,40,5513,7266,36,6283.5,8148,38,6299,7784.5,46,6406.5,7922,40.5,6500.5,7357.5,42.5,6650.5,7882.5,38,5477.5,8127.5,34.5,6157,8322,35.5,5809.5,8465,36,6325,8292,42,7204.5,8770.5,41,7945,9156,42,7972,9482,45,12229,9614,57,9575,9529,53,10574,9306,57,10800,9491,58
"2008-28-234",2367,4357.5,5426.5,16.5,7526,9318,20,6592,8240,20,6489.5,8374.5,20,7394,9447,17,6724,8519,19,7562.5,9709.5,18,7718,8451.5,17.5,8329.5,10437.5,16,5915,9652,12.5,7494,10714.5,15.5,6539,10107,13.5,7016,9908.5,14,8025.5,11102.5,15.5,9104,11471,16,8890,11414,17,14123,12710,28,9534,11885,22,11231,11840,29,10878,11620,30
"2008-28-235",787,5704,7136,29,6444,7949,34,6698,8487,32,5749,7740,31.5,6427,8377,33,6823,8387,36.5,6737,8203,34,7344,8514.5,36,7150.5,8080,31,5990.5,8582.5,28.5,6159.5,8128.5,29,5511.5,7855,29.5,5895.5,7491.5,32,6743,7927,35.5,7345,8132,39,7081,8360,37,10925,8064,55,8377,7868,51,9857,8215,59,9633,8047,58
"2008-28-236",176,852,1035.5,13,973,1183,16,1116,1425,19,948.5,1248,17.5,984,1254,14.5,974.5,1206.5,13.5,977,1212,14,1040,1188.5,17,1104,1285.5,19,921.5,1348,13,979,1306.5,14,843.5,1218,11,931.5,1221,14.5,1039,1257.5,15.5,1196,1372,20,1129,1335,20,1800,1421,36,1252,1277,20,1479,1311,26,1446,1285,27
"2008-28-237",239,3587.5,4515,57.5,4074,4944,61,4515,5605,60,3945.5,5279,59,4153.5,5246.5,58.5,4362.5,5214.5,60,3962.5,4689.5,57,4081,4781,59,4270,4683.5,57,3852,5265.5,58,4275.5,5395,59.5,4128,5502.5,59.5,4403,5350.5,59.5,4543,5088,58.5,5210,5449,61,5436,6025,61,7109,4512,63,6637,5520,62,6790,4886,63,6955,4985,63
"2008-28-238",1612,11506.5,14356,57.5,13507,16558,61,14245,17890,60,12335,16465,59.5,13704,17625,58.5,14363.5,17529,60,13910,16852.5,58,14648.5,16885.5,59,14943.5,16901,57,12411,17703.5,58,13382,17552,59.5,12456.5,17442,59.5,13430.5,16983.5,59.5,14797.5,17427,58.5,16667,18279,61,16757,19335,61,25556,17975,63,21490,19613,62,24826,19490,63,25279,19726,63
"2008-28-239",1573,4470.5,5593.5,17,6231,7681,19,6460,8124,16,5171,6705.5,14.5,6351,8193.5,18.5,5990,7474.5,23.5,6254,7885,19,6274,6956.5,19,6505,7953.5,16,5714,8715,16.5,6064,8419,15,5357.5,8049.5,15,5609.5,7687.5,16,6529,8501.5,21,7960,9533,22,8093,9965,23,13963,11315,52,12252,12349,53,13553,12032,56,12847,11549,51
"2008-28-240",2170,5588,6800,22.5,7800,9638,25,7859,9821,28,5992,7829,23,7057,9097.5,26,6957.5,8692,29.5,7462.5,9473,23.5,7789,8641,26.5,8120,10022,25,7131.5,11026.5,22.5,8138.5,11405,23.5,7191,10869.5,20.5,7141.5,9862,23.5,8184.5,10842.5,24.5,9920,12090,29,10091,12544,27,15763,13484,42,11536,12911,37,13195,12752,42,12749,12462,45
"2008-28-241",2467,3798.5,4646,18,7408,9243,20,6014,7509,20,5242.5,6762,18.5,6587,8476,20.5,5918,7552,21.5,6305,8328.5,18.5,6131.5,6504,18.5,6955,9001,20.5,4997.5,8474.5,18,6513,9643,19.5,5153.5,8295.5,15.5,5721.5,8331.5,19,6945.5,10064.5,22,7732,10199,23,7769,10323,24,12963,12139,42,9335,12026,32,10820,11755,36,10296,11365,33
"2008-28-242",3360,2988.5,3854.5,8.5,7698,9576,10,6186,7701,10,5762,7385.5,10,7491.5,9486,11.5,6102,7919.5,11,7759.5,10328.5,9,7365,7613.5,10.5,10434.5,13375,10.5,4969.5,9075.5,8,9220,13588,9.5,7940.5,12553,9,8617.5,12378,10.5,10205,14494,11.5,11497,14857,12,10614,14047,14,19300,17494,23,11435,15349,18,13702,15309,19,13295,15004,21
"2008-28-243",3107,7355.5,9210,59.5,9519,11649,62,9096,11356,61,8879,11645.5,59,10289,13227,60.5,10629.5,13232,61,10794.5,13845.5,56.5,11520.5,12842.5,59.5,11887,14609.5,57.5,9002.5,14085,57,11141,15547.5,58.5,9983.5,15089.5,55.5,11056.5,15024.5,58.5,12116.5,16135,58.5,14258,17365,61,12740,16392,59,21746,18666,63,15847,18206,61,17019,17295,63,16130,16626,63
"2008-28-244",2276,3571,4372,24.5,5147,6333,27,4674,5893,28,4116.5,5429,25.5,5212.5,6813.5,27.5,4885,6155,28,5296,7131.5,23,5635,6333,23.5,5371.5,7088,24,4206.5,7024.5,19,5687,8274.5,21,4415,7134,18,5564,7979,21.5,5671,8346,24.5,7078,9354,29,6264,8762,30,11903,11475,52,8292,10754,45,9184,10495,47,8163,9817,46
"2008-28-245",110,2357,2916.5,59.5,2518,3019,62,2538,3110,61,2385.5,3131,59,2494.5,3091,60.5,2507,2961.5,61,2309,2708,56.5,2323,2706,59.5,2430,2646.5,57.5,2159.5,2905.5,57,2377,2979,58.5,2233,2997.5,55.5,2526.5,3061,58.5,2657,2940,58.5,3042,3152,61,2961,3268,59,3983,2459,63,3448,2840,61,3691,2613,63,3531,2506,63
"2008-28-246",2598,4724,5759,24.5,6458,7953,27,5924,7431,28,5040,6600,25.5,6388.5,8341,27.5,6031.5,7587.5,28,6170,8278.5,23,6218.5,6915.5,23.5,6489,8453.5,24,5242,8631,19,6616.5,9626,21,5281.5,8482.5,18,6100.5,8773.5,21.5,6894,9945,24.5,7850,10448,29,7759,10582,30,13409,12962,52,10538,13012,45,11332,12481,47,10207,11738,46
"2008-28-247",2056,3034,3746.5,29,5259,6511,34,4346,5435,40,4477,5851.5,35,6407.5,8268.5,37.5,5698,7351.5,41.5,6497.5,8317,36,6644,7249.5,34,6264.5,8041,33,4154,6998,27.5,5795,8387,31,4857.5,7692,25,6617,9223,26.5,7590.5,10241,28.5,9873,11929,32,8216,10380,37,15060,12616,50,11203,12353,47,13161,12413,49,10603,10761,47
"2008-28-248",2384,5201.5,6466,39.5,7653,9411,38,7389,9275,48,7978,10543.5,44.5,8729,11344.5,40,9274.5,11781.5,36.5,9454,11924.5,36.5,10171.5,11211.5,33,9933.5,12222.5,33.5,6595,10501,27.5,8675.5,12100,37,7950.5,12062.5,32.5,9583.5,12980.5,34,10416.5,13574,31.5,14508,16892,41,14182,17067,45,24010,18675,51,18209,18308,49,18000,16388,51,16740,15579,51
"2008-28-249",1762,4659,5758.5,41.5,6313,7754,49,5993,7504,44,6104,8029.5,42,6621,8538.5,36,7070,8864.5,36.5,7093,8928,36.5,7677,8582.5,34.5,7534.5,9209.5,39,6133.5,9408.5,38,7239.5,9950,34.5,6380,9551,29.5,7553.5,10132.5,38,8016.5,10219.5,40.5,10748,12510,42,10720,12953,44,17766,14023,59,13218,13375,45,13537,12359,53,12818,11850,49
"2008-28-250",2274,4060.5,5092.5,35,5176,6368,34,5437,6846,40,5853,7730.5,37.5,6676.5,8493.5,35.5,7396,9389,33.5,8286,10587.5,33.5,9578.5,10480.5,30.5,9200.5,11353.5,27,6305.5,9998,22,7947,11114,26.5,7815.5,11777,28,9131,12375,27.5,10221.5,13253.5,29.5,14065,16339,30,13099,15877,34,21052,16707,49,15301,15968,45,16885,15561,52,15927,14906,53
"2008-28-251",430,2852,3584.5,52.5,3104,3811,52,3262,4087,59,3107.5,4152,56.5,3329.5,4252,57,3491.5,4281,57.5,3303.5,4048,52.5,3452.5,3974.5,51.5,3285,3791,48.5,2606,3783.5,42,3053.5,4033.5,46,2884,4130,44.5,3245.5,4148,47,3561,4222.5,50.5,4212,4642,53,4074,4710,54,6340,4534,60,4946,4584,59,5325,4316,61,5203,4240,61
"2008-28-252",1575,3105,3835,15,3641,4430,18,3325,4150,16,3361,4389,15.5,4105.5,5296.5,17.5,4264.5,5304,19,4281.5,5667,17.5,4791,5324,18.5,4633,5913,17,3211,5206.5,12.5,4462,6341.5,13.5,3824.5,5964,13,4553.5,6342,14.5,4828.5,6657.5,17,5888,7463,17,5295,7033,16,9449,8701,31,6865,8247,25,6884,7678,29,7064,7723,26
"2008-28-253",2059,3495,4262,13.5,5193,6372,18,5763,7197,18,4625.5,6047.5,17.5,5732.5,7395,17.5,5568.5,7036.5,18.5,5973,7797,20.5,7064,7728,22.5,6853,8637,20,4682.5,7654.5,15.5,6167.5,8781.5,18.5,5330,8336.5,15.5,6164.5,8664,18,6580,9173,20.5,7673,9732,21,7163,9365,22,12137,11052,35,9560,11151,29,9670,10308,31,9655,10260,29
"2008-28-254",2636,2260,2827,18.5,2951,3616,21,3483,4371,22,2569,3385,21,3041.5,3978.5,22.5,3457,4385,21.5,2765,4468.5,18,3536,3882.5,18,3322.5,4992.5,17.5,2549,4873,14.5,3198.5,5351,15.5,2461.5,4679,12.5,2680,4637,14.5,2874.5,5752,16.5,3229,5865,16,3128,5830,18,5141,8179,29,3904,8157,24,3606,7580,34,4019,7831,28
"2008-28-255",1806,4811.5,5872.5,18,5957,7249,21,7122,8946,21,6040,7948,22.5,6822.5,8839,23.5,7194.5,9010.5,23,6549.5,8343.5,19,6893.5,7506,18,6963,8597.5,18.5,5002,7924.5,15,6038.5,8538,15.5,5130,7850.5,13.5,5509.5,7713,15.5,6578,8890,16.5,7119,8925,19,7032,9032,21,12317,10693,33,10100,11150,39,9803,9975,39,9343,9598,32
"2008-28-256",238,2829,3505.5,58.5,3203,3838,61,3454,4255,62,3181,4094,61,3410.5,4218,62.5,3519,4147.5,61,3372.5,3946.5,59.5,3468,3986,60.5,3620.5,3951,59.5,3016,4094,58.5,3352,4218,60.5,3222.5,4305,58.5,3331,4071,60.5,3495,3964,58,3965,4203,62,3988,4455,61,5211,3444,63,5048,4304,63,5127,3804,63,5113,3787,62
"2008-28-257",1749,2257.5,2738.5,11.5,3703,4529,16,4681,5867,15,3883.5,5043.5,16,4711.5,6055,16,5028.5,6461,15.5,4241.5,5705.5,16,5021.5,5290,14,4911.5,6322.5,13.5,3409.5,5714.5,12,3897,5845,11.5,3245,5266.5,12,3868.5,5663.5,14,4906,7095.5,16,5629,7378,16,4728,6548,18,8537,8283,25,7079,8745,25,6775,7853,25,6355,7501,25
"2008-28-258",457,2702.5,3316,44,3151,3842,48,3342,4236,52,2932.5,3923,50.5,3100,3995,44.5,3123.5,3863,47,3146,3871,48.5,3171.5,3650,46,3119.5,3634,46.5,2539,3701.5,39.5,2826,3753,40,2674.5,3817.5,37,3046.5,3914.5,46,3252.5,3888,45.5,3640,4097,50,3620,4222,49,5967,4410,59,4256,4082,56,4885,4122,59,4650,3939,59
"2008-28-259",2201,3147.5,3888,16,4462,5489,17,6265,7848,20,5177.5,6787.5,17.5,6337.5,8080.5,20,6998,8867.5,22,6577.5,8601.5,19.5,7675,8138,17.5,7530.5,9490,15.5,5061,8301,13.5,5675.5,8258,14,5526.5,8663,12,5951.5,8473.5,14.5,7007,9814.5,15.5,8877,11078,16,7864,10255,20,15638,13321,39,11101,12685,31,11036,11544,28,10872,11428,27
"2008-28-260",1671,1752,2150.5,19.5,2281,2814,21,3082,3860,22,2567,3384.5,18.5,3359,4336,20.5,4181.5,5515.5,21.5,3557,4912,18.5,5044,5153,19.5,4630.5,5992.5,18,3000,5156.5,15.5,3098.5,4767,16.5,3161,5107,15.5,3110.5,4640.5,23,4283.5,6386,22.5,5344,7015,23,4148,5910,26,8527,8122,39,5828,7716,36,6167,7316,39,5952,7156,38
"2008-28-261",2068,2233.5,2766,12.5,3212,3981,13,4298,5371,15,3356.5,4383,12,4494.5,5798.5,13,5768.5,7508,17.5,5160,6890.5,16,6471.5,6663,15.5,6221,7992,16,3970.5,6852,12.5,4897,7256,13,4517.5,7136.5,12,4059.5,6030,13,5587,8192,13.5,6977,9045,15,5704,7837,16,10403,9866,22,7559,9758,25,8345,9454,19,7088,8619,18
"2008-28-262",951,1922,2349,11.5,2294,2822,12,3159,3955,13,2522.5,3320,14.5,2907.5,3763,16.5,3534.5,4489,15.5,3169.5,4076,15,3696.5,3915,16.5,3643,4547.5,14.5,2452.5,4000,11.5,2943,4208,13,2422.5,3743,9.5,2472.5,3546,11.5,3325.5,4607.5,13,3835,4786,14,3257,4244,13,6100,5276,22,4144,4984,17,4923,5034,20,4160,4549,17
"2008-28-263",987,2218.5,2764,23,2709,3347,22,3561,4479,28,3260.5,4305,29,3792,4920,32.5,4483.5,5606.5,33.5,3956,5004.5,29.5,4470,4887,26.5,4182,5162.5,26.5,2889.5,4667.5,25,3528,4976.5,23.5,3159.5,4767,21.5,2956.5,4127.5,24.5,3916,5261.5,26,4690,5677,28,4393,5463,31,7486,6136,47,5875,6325,40,6309,5987,45,5584,5535,40
"2008-28-264",1185,2193,2619,10,2048,2543,10,2926,3671,10,2931.5,3793.5,10.5,3677,4761.5,12,4391.5,5561,12,3988,5106,10.5,4555,4848,11,4545,5692,10,2988.5,4969.5,8,3740,5347,9,3385.5,5158.5,8.5,2636.5,3873,9,3730,5306.5,10,4804,5989,11,4167,5363,11,7590,6493,16,6101,6866,13,6020,6176,14,5414,5777,13
"2008-28-265",659,2132,2658,43.5,2765,3411,49,3104,3908,50,2975.5,3948,52.5,3221,4181,53.5,3611.5,4476,53,3319,4145,47,3521,3931,48,3475,4167,47,2684,4100.5,43,2927,4021,43,2707,3993,37,2545.5,3450,42,3060,3975.5,44.5,3719,4378,46,3532,4298,48,5563,4420,56,4509,4680,57,4777,4372,59,4531,4203,56
"2008-28-266",2677,5108.5,6313.5,43.5,7154,8822,49,8066,10109,50,7484.5,9859.5,52.5,8187.5,10545,53.5,9124,11544.5,53,8453.5,10973.5,47,10185.5,11089.5,48,10175,12634.5,47,7178,11551.5,43,8583,12148,43,8126.5,12357,37,7784,10930.5,42,9174.5,12584,44.5,10389,13066,46,9652,12513,48,15617,14093,56,11864,14135,57,12506,13417,59,11918,12969,56
"2008-28-267",1905,2879.5,3359.5,11,3710,4608,14,5308,6616,14,3906,5039.5,13.5,4747.5,6290.5,17.5,5233.5,6685,17.5,5499,7208,14.5,6150.5,6413.5,16.5,6399,8209,16.5,4028.5,6828,13.5,5005.5,7307.5,16,4842,7502.5,17.5,4691,6753.5,16,6400.5,8962,18,6746,8651,19,6336,8304,20,11892,10406,26,8306,9992,30,10722,10635,31,8965,9480,29
"2008-28-268",2166,3161.5,3714.5,12,4310,5314,14,5066,6323,18,4868,6308.5,14,5603,7284.5,17.5,6365,8087.5,18,6211,8127.5,18,7370,7839,18,7931,9944,16,5769.5,9266.5,15,6864.5,9725.5,16,6329,9693.5,14,6569,9206.5,16,8071,10812.5,17.5,9212,11378,19,7737,10017,19,14342,12441,36,10595,12134,29,11365,11602,32,11066,11406,30
"2008-28-269",1320,2269.5,2796.5,19.5,4314,5327,22,4213,5269,20,3937.5,5174.5,22.5,4666,6041,23.5,5211,6579.5,22,4820.5,6155.5,21.5,5688,6205.5,23.5,5913.5,7241,24,4707.5,7249,20,4909.5,6829.5,20,4558.5,6889,16,4900.5,6727,17,5541.5,7260.5,18,6577,7897,20,6242,7667,21,11114,9047,33,7919,8447,27,8584,8126,31,8103,7804,31
"2008-28-270",1558,2846.5,3492,27.5,4499,5510,34,4746,5936,27,5679.5,7527.5,44.5,6790.5,8784,42,7346.5,9178,44,7566,9485.5,44.5,7971.5,8939,42,7423,8989.5,31,5833,8829,28.5,6275.5,8603,24.5,6080.5,9055.5,23,7048.5,9429,30,8612.5,10649.5,42,10320,11878,44,10264,12233,44,16843,13009,57,12778,12625,53,14202,12396,58,13553,11960,57
"2008-28-271",2166,7937.5,9817.5,61,10363,12636,61,10574,13193,61,10603,13975.5,61.5,11644,14946.5,60,12733,15666,61,12988.5,15869,61,13312.5,15000.5,60.5,13091,15400,59.5,11000,16097,59,11736,15663.5,60,11264.5,16293.5,57.5,12693,16504.5,60,13778.5,16816,59.5,16016,18182,59,16180,18909,62,24054,18292,63,19648,18942,63,21696,18329,63,20839,17738,63
"2008-28-272",237,1568,1974.5,55,2097,2557,58,1949,2447,56,2002,2664.5,59,2078,2686.5,57,2333.5,2847,59.5,2203,2667.5,58.5,2205.5,2561.5,58,2001,2301.5,53,1955.5,2745,55,1825.5,2401,53,1859,2635.5,49.5,2212.5,2788.5,57.5,2379.5,2765,57.5,2667,2904,56,2675,3045,61,4155,2882,63,3045,2764,60,3814,2949,63,3455,2718,63
"2008-28-273",2178,3561,4212,15,4434,5502,18,5290,6601,16,4525,5839.5,16.5,5300.5,7078,19,4585.5,6000,17,4943,6826,14.5,5947,5964.5,16,7206.5,9270,16.5,4381.5,7319.5,14,5441,7998.5,13.5,5200,8131.5,13,4624.5,6738.5,15.5,6425.5,9256.5,18,5868,8046,20,5657,7871,19,12865,11418,27,7691,10135,25,11340,11524,27,7786,9286,29
"2008-28-274",2123,4401.5,5304,48,5757,7098,55,6117,7651,58,5938.5,7802.5,54.5,6691.5,8713,52,6428.5,8196.5,50.5,7459.5,9514,49.5,7258,7726,48,8459,10525,53,5850.5,9384,49,6933.5,9788,52.5,6882,10447,48,6960,9632.5,51,7859.5,10652,50.5,9395,11518,53,8942,11248,53,15552,12962,61,10935,12346,60,11612,11631,60,10310,10823,61
